county,ward,office,district,total.votes,party,candidate,votes
Jefferson,Village Of Johnson Creek Wards 1-3,State Senate,13,474,DEM,Melissa Winker,197
Jefferson,Village Of Lac La Belle Ward 2,State Senate,13,0,DEM,Melissa Winker,0
Jefferson,City Of Jefferson Ward 11,State Senate,13,0,DEM,Melissa Winker,0
Jefferson,City Of Lake Mills Wards 1-8,State Senate,13,1446,DEM,Melissa Winker,892
Jefferson,City Of Waterloo Wards 1-5,State Senate,13,545,DEM,Melissa Winker,297
Jefferson,"City Of Watertown Wards 8,19",State Senate,13,127,DEM,Melissa Winker,56
Jefferson,City Of Watertown Wards 9-10,State Senate,13,293,DEM,Melissa Winker,117
Jefferson,City Of Watertown Wards 11-12,State Senate,13,370,DEM,Melissa Winker,158
Jefferson,City Of Watertown Wards 13-14,State Senate,13,417,DEM,Melissa Winker,157
Jefferson,City Of Watertown Wards 15-16,State Senate,13,445,DEM,Melissa Winker,192
Jefferson,City Of Watertown Wards 17-18,State Senate,13,689,DEM,Melissa Winker,236
Washington,City Of Hartford Wards 1-2,State Senate,13,268,DEM,Melissa Winker,88
Washington,City Of Hartford Wards 7-8,State Senate,13,97,DEM,Melissa Winker,37
Waukesha,"Town Of Oconomowoc Wards 1-2,4",State Senate,13,877,DEM,Melissa Winker,270
Waukesha,"Town Of Oconomowoc Wards 3,6-7",State Senate,13,703,DEM,Melissa Winker,225
Waukesha,"Town Of Oconomowoc Wards 5,8-9",State Senate,13,729,DEM,Melissa Winker,237
Waukesha,Village Of Dousman Ward 5,State Senate,13,0,DEM,Melissa Winker,0
Waukesha,Village Of Lac La Belle Ward 1,State Senate,13,130,DEM,Melissa Winker,42
Waukesha,"Village Of Summit Wards 1,6",State Senate,13,409,DEM,Melissa Winker,123
Waukesha,"City Of Oconomowoc Wards 1-3,13-15",State Senate,13,1477,DEM,Melissa Winker,680
Waukesha,City Of Oconomowoc Wards 4-6,State Senate,13,1069,DEM,Melissa Winker,433
Waukesha,"City Of Oconomowoc Wards 7-9,16",State Senate,13,939,DEM,Melissa Winker,388
Waukesha,City Of Oconomowoc Wards 10-12,State Senate,13,949,DEM,Melissa Winker,376
Columbia,City Of Columbus Wards 1-8,State Senate,13,1210,REP,John Jagler,459
Dane,Town Of Bristol Wards 1-4,State Senate,13,1037,REP,John Jagler,424
Dane,Town Of Christiana Wards 1-2,State Senate,13,420,REP,John Jagler,173
Dane,Town Of Deerfield Wards 1-2,State Senate,13,398,REP,John Jagler,121
Dane,Town Of Medina Wards 1-2,State Senate,13,312,REP,John Jagler,115
Dane,Town Of York Ward 1,State Senate,13,172,REP,John Jagler,74
Dane,Village Of Cambridge Wards 2-3,State Senate,13,544,REP,John Jagler,147
Dane,Village Of Deerfield Wards 1-3,State Senate,13,498,REP,John Jagler,138
Dane,"Village Of Deforest Wards 1,3-6,15",State Senate,13,1101,REP,John Jagler,335
Dane,"Village Of Deforest Wards 7-10,12",State Senate,13,725,REP,John Jagler,209
Dane,Village Of Marshall Wards 1-5,State Senate,13,601,REP,John Jagler,195
Dane,Village Of Rockdale Ward 1,State Senate,13,67,REP,John Jagler,23
Dane,Village Of Windsor Wards 3-5,State Senate,13,666,REP,John Jagler,274
Dane,City Of Sun Prairie Ward 23,State Senate,13,0,REP,John Jagler,0
Dane,City Of Sun Prairie Ward 27,State Senate,13,0,REP,John Jagler,0
Dodge,Town Of Ashippun Wards 1-4,State Senate,13,657,REP,John Jagler,458
Dodge,Town Of Beaver Dam Wards 1-11,State Senate,13,796,REP,John Jagler,354
Dodge,Town Of Clyman Ward 1,State Senate,13,187,REP,John Jagler,128
Dodge,Town Of Elba Ward 1,State Senate,13,292,REP,John Jagler,160
Dodge,Town Of Emmet Wards 1-2,State Senate,13,315,REP,John Jagler,221
Dodge,Town Of Herman Wards 1-2,State Senate,13,263,REP,John Jagler,202
Dodge,Town Of Hubbard Wards 1-6,State Senate,13,409,REP,John Jagler,238
Dodge,Town Of Hustisford Wards 1-2,State Senate,13,393,REP,John Jagler,279
Dodge,Town Of Lebanon Wards 1-2,State Senate,13,418,REP,John Jagler,306
Dodge,Town Of Leroy Wards 1-2,State Senate,13,173,REP,John Jagler,116
Dodge,Town Of Lomira Wards 1-3,State Senate,13,214,REP,John Jagler,160
Dodge,Town Of Lowell Wards 1-4,State Senate,13,192,REP,John Jagler,121
Dodge,Town Of Oak Grove Wards 1-5,State Senate,13,207,REP,John Jagler,100
Dodge,Town Of Portland Wards 1-2,State Senate,13,193,REP,John Jagler,113
Dodge,Town Of Rubicon Wards 1-3,State Senate,13,559,REP,John Jagler,424
Dodge,Town Of Shields Ward 1,State Senate,13,163,REP,John Jagler,100
Dodge,Town Of Theresa Wards 1-7,State Senate,13,214,REP,John Jagler,162
Dodge,Town Of Westford Ward 3,State Senate,13,2,REP,John Jagler,2
Dodge,Village Of Brownsville Ward 1,State Senate,13,142,REP,John Jagler,87
Dodge,Village Of Clyman Ward 1,State Senate,13,55,REP,John Jagler,33
Dodge,Village Of Hustisford Wards 1-2,State Senate,13,304,REP,John Jagler,193
Dodge,Village Of Iron Ridge Ward 1,State Senate,13,122,REP,John Jagler,79
Dodge,Village Of Kekoskee Wards 1-3,State Senate,13,163,REP,John Jagler,102
Dodge,Village Of Lomira Wards 1-3,State Senate,13,284,REP,John Jagler,178
Dodge,Village Of Lowell Ward 1,State Senate,13,43,REP,John Jagler,30
Dodge,Village Of Neosho Ward 1,State Senate,13,124,REP,John Jagler,69
Dodge,Village Of Reeseville Ward 1,State Senate,13,115,REP,John Jagler,57
Dodge,Village Of Theresa Wards 1-3,State Senate,13,238,REP,John Jagler,144
Dodge,"City Of Beaver Dam Wards 1,3,5,16",State Senate,13,480,REP,John Jagler,183
Dodge,"City Of Beaver Dam Wards 2,6",State Senate,13,297,REP,John Jagler,133
Dodge,"City Of Beaver Dam Wards 4,8,10,14-15",State Senate,13,551,REP,John Jagler,187
Dodge,"City Of Beaver Dam Wards 7,12-13",State Senate,13,440,REP,John Jagler,171
Dodge,"City Of Beaver Dam Wards 9,11",State Senate,13,493,REP,John Jagler,184
Dodge,City Of Columbus Ward 9,State Senate,13,0,REP,John Jagler,0
Dodge,City Of Hartford Wards 18-19,State Senate,13,3,REP,John Jagler,2
Dodge,City Of Horicon Wards 1-8,State Senate,13,573,REP,John Jagler,276
Dodge,City Of Juneau Wards 1-3,State Senate,13,322,REP,John Jagler,142
Dodge,City Of Mayville Wards 1-8,State Senate,13,835,REP,John Jagler,434
Dodge,City Of Watertown Wards 1-2,State Senate,13,633,REP,John Jagler,348
Dodge,City Of Watertown Wards 3-4,State Senate,13,501,REP,John Jagler,297
Dodge,City Of Watertown Wards 5-6,State Senate,13,471,REP,John Jagler,286
Dodge,City Of Watertown Ward 7,State Senate,13,172,REP,John Jagler,102
Jefferson,Town Of Aztalan Wards 1-2,State Senate,13,432,REP,John Jagler,230
Jefferson,Town Of Concord Wards 1-3,State Senate,13,503,REP,John Jagler,302
Jefferson,Town Of Farmington Wards 1-2,State Senate,13,309,REP,John Jagler,187
Jefferson,Town Of Ixonia Wards 1-6,State Senate,13,1356,REP,John Jagler,925
Jefferson,Town Of Lake Mills Wards 1-3,State Senate,13,663,REP,John Jagler,242
Jefferson,Town Of Milford Wards 1-2,State Senate,13,295,REP,John Jagler,159
Jefferson,Town Of Waterloo Ward 1,State Senate,13,201,REP,John Jagler,102
Jefferson,Town Of Watertown Wards 1-2,State Senate,13,512,REP,John Jagler,318
Jefferson,Village Of Cambridge Ward 1,State Senate,13,28,REP,John Jagler,6
Jefferson,Village Of Johnson Creek Wards 1-3,State Senate,13,474,REP,John Jagler,249
Jefferson,Village Of Lac La Belle Ward 2,State Senate,13,0,REP,John Jagler,0
Jefferson,City Of Jefferson Ward 11,State Senate,13,0,REP,John Jagler,0
Jefferson,City Of Lake Mills Wards 1-8,State Senate,13,1446,REP,John Jagler,502
Jefferson,City Of Waterloo Wards 1-5,State Senate,13,545,REP,John Jagler,230
Jefferson,"City Of Watertown Wards 8,19",State Senate,13,127,REP,John Jagler,64
Jefferson,City Of Watertown Wards 9-10,State Senate,13,293,REP,John Jagler,150
Jefferson,City Of Watertown Wards 11-12,State Senate,13,370,REP,John Jagler,190
Jefferson,City Of Watertown Wards 13-14,State Senate,13,417,REP,John Jagler,243
Jefferson,City Of Watertown Wards 15-16,State Senate,13,445,REP,John Jagler,230
Jefferson,City Of Watertown Wards 17-18,State Senate,13,689,REP,John Jagler,428
Washington,City Of Hartford Wards 1-2,State Senate,13,268,REP,John Jagler,151
Washington,City Of Hartford Wards 7-8,State Senate,13,97,REP,John Jagler,45
Waukesha,"Town Of Oconomowoc Wards 1-2,4",State Senate,13,877,REP,John Jagler,551
Waukesha,"Town Of Oconomowoc Wards 3,6-7",State Senate,13,703,REP,John Jagler,441
Waukesha,"Town Of Oconomowoc Wards 5,8-9",State Senate,13,729,REP,John Jagler,455
Waukesha,Village Of Dousman Ward 5,State Senate,13,0,REP,John Jagler,0
Waukesha,Village Of Lac La Belle Ward 1,State Senate,13,130,REP,John Jagler,86
Waukesha,"Village Of Summit Wards 1,6",State Senate,13,409,REP,John Jagler,257
Waukesha,"City Of Oconomowoc Wards 1-3,13-15",State Senate,13,1477,REP,John Jagler,733
Waukesha,City Of Oconomowoc Wards 4-6,State Senate,13,1069,REP,John Jagler,576
Waukesha,"City Of Oconomowoc Wards 7-9,16",State Senate,13,939,REP,John Jagler,499
Waukesha,City Of Oconomowoc Wards 10-12,State Senate,13,949,REP,John Jagler,526
Columbia,City Of Columbus Wards 1-8,State Senate,13,1210,IND,Spencer Zimmerman,40
Dane,Town Of Bristol Wards 1-4,State Senate,13,1037,IND,Spencer Zimmerman,44
Dane,Town Of Christiana Wards 1-2,State Senate,13,420,IND,Spencer Zimmerman,30
Dane,Town Of Deerfield Wards 1-2,State Senate,13,398,IND,Spencer Zimmerman,15
Dane,Town Of Medina Wards 1-2,State Senate,13,312,IND,Spencer Zimmerman,12
Dane,Town Of York Ward 1,State Senate,13,172,IND,Spencer Zimmerman,3
Dane,Village Of Cambridge Wards 2-3,State Senate,13,544,IND,Spencer Zimmerman,28
Dane,Village Of Deerfield Wards 1-3,State Senate,13,498,IND,Spencer Zimmerman,17
Dane,"Village Of Deforest Wards 1,3-6,15",State Senate,13,1101,IND,Spencer Zimmerman,44
Dane,"Village Of Deforest Wards 7-10,12",State Senate,13,725,IND,Spencer Zimmerman,24
Dane,Village Of Marshall Wards 1-5,State Senate,13,601,IND,Spencer Zimmerman,30
Dane,Village Of Rockdale Ward 1,State Senate,13,67,IND,Spencer Zimmerman,5
Dane,Village Of Windsor Wards 3-5,State Senate,13,666,IND,Spencer Zimmerman,27
Dane,City Of Sun Prairie Ward 23,State Senate,13,0,IND,Spencer Zimmerman,0
Dane,City Of Sun Prairie Ward 27,State Senate,13,0,IND,Spencer Zimmerman,0
Dodge,Town Of Ashippun Wards 1-4,State Senate,13,657,IND,Spencer Zimmerman,44
Dodge,Town Of Beaver Dam Wards 1-11,State Senate,13,796,IND,Spencer Zimmerman,36
Dodge,Town Of Clyman Ward 1,State Senate,13,187,IND,Spencer Zimmerman,13
Dodge,Town Of Elba Ward 1,State Senate,13,292,IND,Spencer Zimmerman,16
Dodge,Town Of Emmet Wards 1-2,State Senate,13,315,IND,Spencer Zimmerman,15
Dodge,Town Of Herman Wards 1-2,State Senate,13,263,IND,Spencer Zimmerman,22
Dodge,Town Of Hubbard Wards 1-6,State Senate,13,409,IND,Spencer Zimmerman,22
Dodge,Town Of Hustisford Wards 1-2,State Senate,13,393,IND,Spencer Zimmerman,26
Dodge,Town Of Lebanon Wards 1-2,State Senate,13,418,IND,Spencer Zimmerman,17
Dodge,Town Of Leroy Wards 1-2,State Senate,13,173,IND,Spencer Zimmerman,12
Dodge,Town Of Lomira Wards 1-3,State Senate,13,214,IND,Spencer Zimmerman,13
Dodge,Town Of Lowell Wards 1-4,State Senate,13,192,IND,Spencer Zimmerman,5
Dodge,Town Of Oak Grove Wards 1-5,State Senate,13,207,IND,Spencer Zimmerman,11
Dodge,Town Of Portland Wards 1-2,State Senate,13,193,IND,Spencer Zimmerman,7
Dodge,Town Of Rubicon Wards 1-3,State Senate,13,559,IND,Spencer Zimmerman,38
Dodge,Town Of Shields Ward 1,State Senate,13,163,IND,Spencer Zimmerman,6
Dodge,Town Of Theresa Wards 1-7,State Senate,13,214,IND,Spencer Zimmerman,9
Dodge,Town Of Westford Ward 3,State Senate,13,2,IND,Spencer Zimmerman,0
Dodge,Village Of Brownsville Ward 1,State Senate,13,142,IND,Spencer Zimmerman,14
Dodge,Village Of Clyman Ward 1,State Senate,13,55,IND,Spencer Zimmerman,4
Dodge,Village Of Hustisford Wards 1-2,State Senate,13,304,IND,Spencer Zimmerman,27
Dodge,Village Of Iron Ridge Ward 1,State Senate,13,122,IND,Spencer Zimmerman,11
Dodge,Village Of Kekoskee Wards 1-3,State Senate,13,163,IND,Spencer Zimmerman,16
Dodge,Village Of Lomira Wards 1-3,State Senate,13,284,IND,Spencer Zimmerman,27
Dodge,Village Of Lowell Ward 1,State Senate,13,43,IND,Spencer Zimmerman,2
Dodge,Village Of Neosho Ward 1,State Senate,13,124,IND,Spencer Zimmerman,16
Dodge,Village Of Reeseville Ward 1,State Senate,13,115,IND,Spencer Zimmerman,6
Dodge,Village Of Theresa Wards 1-3,State Senate,13,238,IND,Spencer Zimmerman,9
Dodge,"City Of Beaver Dam Wards 1,3,5,16",State Senate,13,480,IND,Spencer Zimmerman,15
Dodge,"City Of Beaver Dam Wards 2,6",State Senate,13,297,IND,Spencer Zimmerman,9
Dodge,"City Of Beaver Dam Wards 4,8,10,14-15",State Senate,13,551,IND,Spencer Zimmerman,22
Dodge,"City Of Beaver Dam Wards 7,12-13",State Senate,13,440,IND,Spencer Zimmerman,13
Dodge,"City Of Beaver Dam Wards 9,11",State Senate,13,493,IND,Spencer Zimmerman,6
Dodge,City Of Columbus Ward 9,State Senate,13,0,IND,Spencer Zimmerman,0
Dodge,City Of Hartford Wards 18-19,State Senate,13,3,IND,Spencer Zimmerman,0
Dodge,City Of Horicon Wards 1-8,State Senate,13,573,IND,Spencer Zimmerman,23
Dodge,City Of Juneau Wards 1-3,State Senate,13,322,IND,Spencer Zimmerman,12
Dodge,City Of Mayville Wards 1-8,State Senate,13,835,IND,Spencer Zimmerman,43
Dodge,City Of Watertown Wards 1-2,State Senate,13,633,IND,Spencer Zimmerman,28
Dodge,City Of Watertown Wards 3-4,State Senate,13,501,IND,Spencer Zimmerman,14
Dodge,City Of Watertown Wards 5-6,State Senate,13,471,IND,Spencer Zimmerman,9
Dodge,City Of Watertown Ward 7,State Senate,13,172,IND,Spencer Zimmerman,7
Jefferson,Town Of Aztalan Wards 1-2,State Senate,13,432,IND,Spencer Zimmerman,16
Jefferson,Town Of Concord Wards 1-3,State Senate,13,503,IND,Spencer Zimmerman,36
Jefferson,Town Of Farmington Wards 1-2,State Senate,13,309,IND,Spencer Zimmerman,17
Jefferson,Town Of Ixonia Wards 1-6,State Senate,13,1356,IND,Spencer Zimmerman,74
Jefferson,Town Of Lake Mills Wards 1-3,State Senate,13,663,IND,Spencer Zimmerman,23
Jefferson,Town Of Milford Wards 1-2,State Senate,13,295,IND,Spencer Zimmerman,13
Jefferson,Town Of Waterloo Ward 1,State Senate,13,201,IND,Spencer Zimmerman,7
Jefferson,Town Of Watertown Wards 1-2,State Senate,13,512,IND,Spencer Zimmerman,21
Jefferson,Village Of Cambridge Ward 1,State Senate,13,28,IND,Spencer Zimmerman,2
Jefferson,Village Of Johnson Creek Wards 1-3,State Senate,13,474,IND,Spencer Zimmerman,26
Jefferson,Village Of Lac La Belle Ward 2,State Senate,13,0,IND,Spencer Zimmerman,0
Jefferson,City Of Jefferson Ward 11,State Senate,13,0,IND,Spencer Zimmerman,0
