OZAUKEE,"TOWN OF CEDARBURG WARD 1, 2 & 10",ASSEMBLY,60,327,REP,DUEY STROEBEL,265.0
OZAUKEE,"TOWN OF CEDARBURG WARD 1, 2 & 10",ASSEMBLY,60,327,DEM,RICK AARON,61.0
OZAUKEE,"TOWN OF CEDARBURG WARD 1, 2 & 10",ASSEMBLY,60,327,,SCATTERING,1.0
WALWORTH,TOWN OF EAST TROY Wards 1 - 7,ASSEMBLY,83,866,DEM,JAMES BROWNLOW,210.0
WALWORTH,TOWN OF EAST TROY Wards 1 - 7,ASSEMBLY,83,866,DEM,ANDREW ALLEN BERG (WRITE IN),0.0
WALWORTH,TOWN OF EAST TROY Wards 1 - 7,ASSEMBLY,83,866,,SCATTERING,0.0
VILLAGE OF EAST TROY Wards 1 - 7,ASSEMBLY,83,720,REP,DAVE CRAIG,483.0
VILLAGE OF EAST TROY Wards 1 - 7,ASSEMBLY,83,720,DEM,JAMES BROWNLOW,236.0
VILLAGE OF EAST TROY Wards 1 - 7,ASSEMBLY,83,720,DEM,ANDREW ALLEN BERG (WRITE IN),1.0
VILLAGE OF EAST TROY Wards 1 - 7,ASSEMBLY,83,720,,SCATTERING,0.0
VILLAGE OF MUKWONAGO Ward 9,ASSEMBLY,83,13,REP,DAVE CRAIG,11.0
VILLAGE OF MUKWONAGO Ward 9,ASSEMBLY,83,13,DEM,JAMES BROWNLOW,2.0
VILLAGE OF MUKWONAGO Ward 9,ASSEMBLY,83,13,DEM,ANDREW ALLEN BERG (WRITE IN),0.0
VILLAGE OF MUKWONAGO Ward 9,ASSEMBLY,83,13,,SCATTERING,0.0
WAUKESHA,TOWN OF MUKWONAGO Ward 3,ASSEMBLY,83,130,REP,DAVE CRAIG,111.0
WAUKESHA,TOWN OF MUKWONAGO Ward 3,ASSEMBLY,83,130,DEM,JAMES BROWNLOW,19.0
WAUKESHA,TOWN OF MUKWONAGO Ward 3,ASSEMBLY,83,130,DEM,ANDREW ALLEN BERG (WRITE IN),0.0
WAUKESHA,TOWN OF MUKWONAGO Ward 3,ASSEMBLY,83,130,,SCATTERING,0.0
TOWN OF VERNON Town of Vernon Wards 1-10,ASSEMBLY,83,1839,REP,DAVE CRAIG,1402.0
TOWN OF VERNON Town of Vernon Wards 1-10,ASSEMBLY,83,1839,DEM,JAMES BROWNLOW,429.0
TOWN OF VERNON Town of Vernon Wards 1-10,ASSEMBLY,83,1839,DEM,ANDREW ALLEN BERG (WRITE IN),0.0
TOWN OF VERNON Town of Vernon Wards 1-10,ASSEMBLY,83,1839,,SCATTERING,8.0
VILLAGE OF BIG BEND Wards 1 - 3,ASSEMBLY,83,252,REP,DAVE CRAIG,173.0
VILLAGE OF BIG BEND Wards 1 - 3,ASSEMBLY,83,252,DEM,JAMES BROWNLOW,79.0
VILLAGE OF BIG BEND Wards 1 - 3,ASSEMBLY,83,252,DEM,ANDREW ALLEN BERG (WRITE IN),0.0
VILLAGE OF BIG BEND Wards 1 - 3,ASSEMBLY,83,252,,SCATTERING,0.0
VILLAGE OF MUKWONAGO Wards 1 - 8,ASSEMBLY,83,1155,REP,DAVE CRAIG,852.0
VILLAGE OF MUKWONAGO Wards 1 - 8,ASSEMBLY,83,1155,DEM,JAMES BROWNLOW,303.0
VILLAGE OF MUKWONAGO Wards 1 - 8,ASSEMBLY,83,1155,DEM,ANDREW ALLEN BERG (WRITE IN),0.0
VILLAGE OF MUKWONAGO Wards 1 - 8,ASSEMBLY,83,1155,,SCATTERING,0.0
CITY OF MUSKEGO Wards 1 - 17,ASSEMBLY,83,4200,REP,DAVE CRAIG,3075.0
CITY OF MUSKEGO Wards 1 - 17,ASSEMBLY,83,4200,DEM,JAMES BROWNLOW,1122.0
CITY OF MUSKEGO Wards 1 - 17,ASSEMBLY,83,4200,DEM,ANDREW ALLEN BERG (WRITE IN),1.0
CITY OF MUSKEGO Wards 1 - 17,ASSEMBLY,83,4200,,SCATTERING,2.0
